date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:17:37	359/359	---MCZ	200	added ('OK')	text/plain	date:Tue,%2010%20Nov%202020%2008:17:37%20GMT	https://whatsthebest893972994.wordpress.com/robots.txt		(from )
08:17:37	50844/50844	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202020%2008:17:37%20GMT	https://whatsthebest893972994.wordpress.com/	C:/My%20Web%20Sites/TEST/whatsthebest893972994.wordpress.com/index.html	(from )
08:17:39	2832/2832	---MCZ	200	added ('OK')	text/css	etag:W/%225dad8f47-eed%22	https://s1.wp.com/wp-content/themes/pub/varia/print.css?m=1571655471h&cssminify=yes	C:/My%20Web%20Sites/TEST/s1.wp.com/wp-content/themes/pub/varia/print9298.css	(from https://whatsthebest893972994.wordpress.com/)
08:17:39	12782/12782	---MCZ	200	added ('OK')	application/rss+xml	date:Tue,%2010%20Nov%202020%2008:17:38%20GMT	https://whatsthebest893972994.wordpress.com/feed/	C:/My%20Web%20Sites/TEST/whatsthebest893972994.wordpress.com/feed/index.html	(from https://whatsthebest893972994.wordpress.com/)
08:17:39	896/896	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22c1b9a7e87fdd6866279c561a08bdc617%22	https://whatsthebest893972994.wordpress.com/comments/feed/	C:/My%20Web%20Sites/TEST/whatsthebest893972994.wordpress.com/comments/feed/index.html	(from https://whatsthebest893972994.wordpress.com/)
08:17:39	876/876	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22c1b9a7e87fdd6866279c561a08bdc617%22	https://whatsthebest893972994.wordpress.com/home/feed/	C:/My%20Web%20Sites/TEST/whatsthebest893972994.wordpress.com/home/feed/index.html	(from https://whatsthebest893972994.wordpress.com/)
08:17:40	37496/37496	---MCZ	200	added ('OK')	text/css	etag:W/%225bffef5d-9278%22	https://s1.wp.com/_static/??/wp-content/mu-plugins/comment-likes/css/comment-likes.css,/i/noticons/noticons.css?m=1436783281j&cssminify=yes	C:/My%20Web%20Sites/TEST/s1.wp.com/_static/indexba1f.html	(from https://whatsthebest893972994.wordpress.com/)
08:17:40	87596/87596	---MCZ	200	added ('OK')	text/css	etag:W/%225fa5a2c9-1aa98%22	https://s0.wp.com/wp-content/themes/pub/hever/style.css?m=1604690560h&cssminify=yes	C:/My%20Web%20Sites/TEST/s0.wp.com/wp-content/themes/pub/hever/stylecec0.css	(from https://whatsthebest893972994.wordpress.com/)
08:17:41	19402/19402	---MCZ	200	added ('OK')	text/css	etag:W/%225bffef61-5e1f%22	https://s0.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1530132353h&cssminify=yes	C:/My%20Web%20Sites/TEST/s0.wp.com/wp-content/mu-plugins/highlander-comments/style6f5b.css	(from https://whatsthebest893972994.wordpress.com/)
08:17:41	134928/134928	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ce2a2b4-20f10%22	https://s2.wp.com/_static/??/wp-includes/js/jquery/jquery.js,/wp-content/js/postmessage.js,/wp-content/js/mobile-useragent-info.js?m=1558356653j	C:/My%20Web%20Sites/TEST/s2.wp.com/_static/index1b73.html	(from https://whatsthebest893972994.wordpress.com/)
08:17:41	930/930	---MCZ	200	added ('OK')	text/xml	date:Tue,%2010%20Nov%202020%2008:17:41%20GMT	https://whatsthebest893972994.wordpress.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/TEST/whatsthebest893972994.wordpress.com/xmlrpc0db0.php	(from https://whatsthebest893972994.wordpress.com/)
08:17:41	10046/10046	---M--	200	added ('OK')	image/png	etag:%225bffef52-273e%22	https://s2.wp.com/i/webclip.png	C:/My%20Web%20Sites/TEST/s2.wp.com/i/webclip.png	(from https://whatsthebest893972994.wordpress.com/)
08:17:42	1458/1458	---MCZ	200	added ('OK')	application/xml	date:Tue,%2010%20Nov%202020%2008:17:42%20GMT	https://whatsthebest893972994.wordpress.com/osd.xml	C:/My%20Web%20Sites/TEST/whatsthebest893972994.wordpress.com/osd.xml	(from https://whatsthebest893972994.wordpress.com/)
08:17:42	61927/61927	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Oct%202020%2007:48:10%20GMT	https://whatsthebest893972994.files.wordpress.com/2020/10/pexels-photo-327540.jpeg	C:/My%20Web%20Sites/TEST/whatsthebest893972994.files.wordpress.com/2020/10/pexels-photo-327540.jpg	(from https://whatsthebest893972994.wordpress.com/)
